param_name,param_value,func_output
ATLAS_E_EFF,-5.0,-321.06551665252243
ATLAS_E_EFF,-4.8989898989899,-321.06551665252243
ATLAS_E_EFF,-4.797979797979798,-321.06551665252243
ATLAS_E_EFF,-4.696969696969697,-321.06551665252243
ATLAS_E_EFF,-4.595959595959595,-321.06551665252243
ATLAS_E_EFF,-4.494949494949495,-321.06551665252243
ATLAS_E_EFF,-4.3939393939393945,-321.06551665252243
ATLAS_E_EFF,-4.292929292929292,-321.06551665252243
ATLAS_E_EFF,-4.191919191919192,-321.06551665252243
ATLAS_E_EFF,-4.09090909090909,-321.06551665252243
ATLAS_E_EFF,-3.9898989898989896,-321.06551665252243
ATLAS_E_EFF,-3.8888888888888893,-321.06551665252243
ATLAS_E_EFF,-3.7878787878787876,-321.06551665252243
ATLAS_E_EFF,-3.686868686868687,-321.06551665252243
ATLAS_E_EFF,-3.585858585858585,-321.06551665252243
ATLAS_E_EFF,-3.4848484848484844,-321.06551665252243
ATLAS_E_EFF,-3.383838383838384,-321.06551665252243
ATLAS_E_EFF,-3.2828282828282833,-321.06551665252243
ATLAS_E_EFF,-3.1818181818181817,-321.06551665252243
ATLAS_E_EFF,-3.0808080808080813,-321.06551665252243
ATLAS_E_EFF,-2.97979797979798,-321.06551665252243
ATLAS_E_EFF,-2.878787878787879,-321.06551665252243
ATLAS_E_EFF,-2.7777777777777777,-321.06551665252243
ATLAS_E_EFF,-2.6767676767676774,-321.06551665252243
ATLAS_E_EFF,-2.575757575757576,-321.06551665252243
ATLAS_E_EFF,-2.474747474747474,-321.06551665252243
ATLAS_E_EFF,-2.3737373737373737,-321.06551665252243
ATLAS_E_EFF,-2.2727272727272734,-321.06551665252243
ATLAS_E_EFF,-2.1717171717171713,-321.06551665252243
ATLAS_E_EFF,-2.070707070707071,-321.06551665252243
ATLAS_E_EFF,-1.9696969696969702,-321.06551665252243
ATLAS_E_EFF,-1.8686868686868685,-321.06551665252243
ATLAS_E_EFF,-1.7676767676767668,-321.06551665252243
ATLAS_E_EFF,-1.6666666666666674,-321.06551665252243
ATLAS_E_EFF,-1.5656565656565657,-321.06551665252243
ATLAS_E_EFF,-1.464646464646464,-321.06551665252243
ATLAS_E_EFF,-1.3636363636363633,-321.06551665252243
ATLAS_E_EFF,-1.2626262626262628,-321.06551665252243
ATLAS_E_EFF,-1.1616161616161613,-321.06551665252243
ATLAS_E_EFF,-1.0606060606060606,-321.06551665252243
ATLAS_E_EFF,-0.9595959595959598,-321.06551665252243
ATLAS_E_EFF,-0.8585858585858581,-321.06551665252243
ATLAS_E_EFF,-0.7575757575757573,-321.06551665252243
ATLAS_E_EFF,-0.6565656565656566,-321.06551665252243
ATLAS_E_EFF,-0.5555555555555554,-321.06551665252243
ATLAS_E_EFF,-0.4545454545454546,-321.06551665252243
ATLAS_E_EFF,-0.3535353535353538,-321.06551665252243
ATLAS_E_EFF,-0.2525252525252526,-321.06551665252243
ATLAS_E_EFF,-0.15151515151515138,-321.06551665252243
ATLAS_E_EFF,-0.050505050505050164,-321.06551665252243
ATLAS_E_EFF,0.05050505050505105,-321.06551665252243
ATLAS_E_EFF,0.15151515151515138,-321.06551665252243
ATLAS_E_EFF,0.2525252525252526,-321.06551665252243
ATLAS_E_EFF,0.3535353535353538,-321.06551665252243
ATLAS_E_EFF,0.45454545454545414,-321.06551665252243
ATLAS_E_EFF,0.5555555555555554,-321.06551665252243
ATLAS_E_EFF,0.6565656565656566,-321.06551665252243
ATLAS_E_EFF,0.7575757575757578,-321.06551665252243
ATLAS_E_EFF,0.8585858585858581,-321.06551665252243
ATLAS_E_EFF,0.9595959595959593,-321.06551665252243
ATLAS_E_EFF,1.0606060606060606,-321.06551665252243
ATLAS_E_EFF,1.161616161616161,-321.06551665252243
ATLAS_E_EFF,1.262626262626263,-321.06551665252243
ATLAS_E_EFF,1.3636363636363633,-321.06551665252243
ATLAS_E_EFF,1.4646464646464654,-321.06551665252243
ATLAS_E_EFF,1.5656565656565657,-321.06551665252243
ATLAS_E_EFF,1.666666666666666,-321.06551665252243
ATLAS_E_EFF,1.7676767676767682,-321.06551665252243
ATLAS_E_EFF,1.8686868686868685,-321.06551665252243
ATLAS_E_EFF,1.9696969696969704,-321.06551665252243
ATLAS_E_EFF,2.070707070707071,-321.06551665252243
ATLAS_E_EFF,2.1717171717171713,-321.06551665252243
ATLAS_E_EFF,2.2727272727272734,-321.06551665252243
ATLAS_E_EFF,2.3737373737373737,-321.06551665252243
ATLAS_E_EFF,2.474747474747475,-321.06551665252243
ATLAS_E_EFF,2.575757575757576,-321.06551665252243
ATLAS_E_EFF,2.6767676767676765,-321.06551665252243
ATLAS_E_EFF,2.7777777777777777,-321.06551665252243
ATLAS_E_EFF,2.878787878787879,-321.06551665252243
ATLAS_E_EFF,2.97979797979798,-321.06551665252243
ATLAS_E_EFF,3.080808080808081,-321.06551665252243
ATLAS_E_EFF,3.181818181818182,-321.06551665252243
ATLAS_E_EFF,3.2828282828282833,-321.06551665252243
ATLAS_E_EFF,3.3838383838383836,-321.06551665252243
ATLAS_E_EFF,3.484848484848485,-321.06551665252243
ATLAS_E_EFF,3.585858585858585,-321.06551665252243
ATLAS_E_EFF,3.686868686868687,-321.06551665252243
ATLAS_E_EFF,3.7878787878787876,-321.06551665252243
ATLAS_E_EFF,3.888888888888889,-321.06551665252243
ATLAS_E_EFF,3.9898989898989896,-321.06551665252243
ATLAS_E_EFF,4.09090909090909,-321.06551665252243
ATLAS_E_EFF,4.191919191919192,-321.06551665252243
ATLAS_E_EFF,4.292929292929292,-321.06551665252243
ATLAS_E_EFF,4.3939393939393945,-321.06551665252243
ATLAS_E_EFF,4.494949494949495,-321.06551665252243
ATLAS_E_EFF,4.595959595959595,-321.06551665252243
ATLAS_E_EFF,4.696969696969697,-321.06551665252243
ATLAS_E_EFF,4.797979797979798,-321.06551665252243
ATLAS_E_EFF,4.8989898989899,-321.06551665252243
ATLAS_E_EFF,5.0,-321.06551665252243
obs_x_ATLAS_H_4e_channel_2012_1250_1,0.0,-321.06551665252243
obs_x_ATLAS_H_4e_channel_2012_1250_1,10.101010101010102,-321.06551665252243
obs_x_ATLAS_H_4e_channel_2012_1250_1,20.202020202020204,-321.06551665252243
obs_x_ATLAS_H_4e_channel_2012_1250_1,30.303030303030305,-321.06551665252243
obs_x_ATLAS_H_4e_channel_2012_1250_1,40.40404040404041,-321.06551665252243
obs_x_ATLAS_H_4e_channel_2012_1250_1,50.505050505050505,-321.06551665252243
obs_x_ATLAS_H_4e_channel_2012_1250_1,60.60606060606061,-321.06551665252243
obs_x_ATLAS_H_4e_channel_2012_1250_1,70.7070707070707,-321.06551665252243
obs_x_ATLAS_H_4e_channel_2012_1250_1,80.80808080808082,-321.06551665252243
obs_x_ATLAS_H_4e_channel_2012_1250_1,90.9090909090909,-321.06551665252243
obs_x_ATLAS_H_4e_channel_2012_1250_1,101.01010101010101,-321.06551665252243
obs_x_ATLAS_H_4e_channel_2012_1250_1,111.1111111111111,-321.06551665252243
obs_x_ATLAS_H_4e_channel_2012_1250_1,121.21212121212122,-321.06551665252243
obs_x_ATLAS_H_4e_channel_2012_1250_1,131.31313131313132,-321.06551665252243
obs_x_ATLAS_H_4e_channel_2012_1250_1,141.4141414141414,-321.06551665252243
obs_x_ATLAS_H_4e_channel_2012_1250_1,151.51515151515153,-321.06551665252243
obs_x_ATLAS_H_4e_channel_2012_1250_1,161.61616161616163,-321.06551665252243
obs_x_ATLAS_H_4e_channel_2012_1250_1,171.7171717171717,-321.06551665252243
obs_x_ATLAS_H_4e_channel_2012_1250_1,181.8181818181818,-321.06551665252243
obs_x_ATLAS_H_4e_channel_2012_1250_1,191.91919191919192,-321.06551665252243
obs_x_ATLAS_H_4e_channel_2012_1250_1,202.02020202020202,-321.06551665252243
obs_x_ATLAS_H_4e_channel_2012_1250_1,212.12121212121212,-321.06551665252243
obs_x_ATLAS_H_4e_channel_2012_1250_1,222.2222222222222,-321.06551665252243
obs_x_ATLAS_H_4e_channel_2012_1250_1,232.32323232323233,-321.06551665252243
obs_x_ATLAS_H_4e_channel_2012_1250_1,242.42424242424244,-321.06551665252243
obs_x_ATLAS_H_4e_channel_2012_1250_1,252.52525252525254,-321.06551665252243
obs_x_ATLAS_H_4e_channel_2012_1250_1,262.62626262626264,-321.06551665252243
obs_x_ATLAS_H_4e_channel_2012_1250_1,272.7272727272727,-321.06551665252243
obs_x_ATLAS_H_4e_channel_2012_1250_1,282.8282828282828,-321.06551665252243
obs_x_ATLAS_H_4e_channel_2012_1250_1,292.92929292929296,-321.06551665252243
obs_x_ATLAS_H_4e_channel_2012_1250_1,303.03030303030306,-321.06551665252243
obs_x_ATLAS_H_4e_channel_2012_1250_1,313.13131313131316,-321.06551665252243
obs_x_ATLAS_H_4e_channel_2012_1250_1,323.23232323232327,-321.06551665252243
obs_x_ATLAS_H_4e_channel_2012_1250_1,333.3333333333333,-321.06551665252243
obs_x_ATLAS_H_4e_channel_2012_1250_1,343.4343434343434,-321.06551665252243
obs_x_ATLAS_H_4e_channel_2012_1250_1,353.5353535353535,-321.06551665252243
